   -0.153748    -0.134461          -99    -0.001553  -0.00135819       0.0564            1           22  1  1 
    0.268564    -0.149554          -99   0.00271276  -0.00151064       0.0564            1           22  1  1 
    0.841376    -0.223861          -99   0.00849842  -0.00226114       0.0564            1           22  1  1 
    0.926721     0.317014          -99   0.00936036   0.00320201       0.0564            1           22  1  1 
    0.898127    -0.206872          -99    0.0090716  -0.00208953       0.0564            1           22  1  1 
    0.663531    -0.574673          -99   0.00670207  -0.00580455       0.0564            1           22  1  1 
    0.294087    0.0806458          -99   0.00297057    0.0008146       0.0564            1           22  1  1 
   -0.684527     0.485234          -99  -0.00691417   0.00490118       0.0564            1           22  1  1 
    0.883973     0.416676          -99   0.00892858   0.00420864       0.0564            1           22  1  1 
    0.249707     0.518269          -99   0.00252225   0.00523495       0.0564            1           22  1  1 
    0.913222    0.0250338          -99   0.00922408  0.000252856       0.0564            1           22  1  1 
    0.865215    -0.105706          -99   0.00873921  -0.00106769       0.0564            1           22  1  1 
    0.682039     0.622102          -99   0.00688898   0.00628359       0.0564            1           22  1  1 
    0.909981     0.382417          -99   0.00919127    0.0038626       0.0564            1           22  1  1 
     0.50457     0.649268          -99   0.00509649   0.00655803       0.0564            1           22  1  1 
    0.693263    -0.693437          -99   0.00700231  -0.00700407       0.0564            1           22  1  1 
   -0.496741    -0.438344          -99  -0.00501748  -0.00442762       0.0564            1           22  1  1 
 -0.00304896      0.11831          -99 -3.07975e-05   0.00119505       0.0564            1           22  1  1 
    0.515629    -0.646586          -99   0.00520819  -0.00653095       0.0564            1           22  1  1 
    0.496837     0.745562          -99   0.00501835   0.00753062       0.0564            1           22  1  1 
    0.788829     0.178502          -99    0.0079677   0.00180299       0.0564            1           22  1  1 
   -0.893733     0.139053          -99  -0.00902723   0.00140452       0.0564            1           22  1  1 
   -0.425833    -0.157294          -99   -0.0043013  -0.00158881       0.0564            1           22  1  1 
    0.368224     0.548142          -99   0.00371935   0.00553667       0.0564            1           22  1  1 
    0.254917    -0.540437          -99   0.00257487  -0.00545886       0.0564            1           22  1  1 
   -0.467907    -0.111229          -99  -0.00472628  -0.00112351       0.0564            1           22  1  1 
   -0.160808     0.418524          -99   -0.0016243   0.00422747       0.0564            1           22  1  1 
   -0.504518    -0.714478          -99  -0.00509594  -0.00721666       0.0564            1           22  1  1 
   -0.194531    -0.601078          -99  -0.00196492  -0.00607137       0.0564            1           22  1  1 
    0.879686    0.0406275          -99   0.00888536  0.000410363       0.0564            1           22  1  1 
   -0.328277     0.598013          -99  -0.00331586   0.00604039       0.0564            1           22  1  1 
   -0.274582    -0.561779          -99   -0.0027735  -0.00567442       0.0564            1           22  1  1 
    0.418999     0.394809          -99   0.00423224   0.00398791       0.0564            1           22  1  1 
    0.451082    -0.230394          -99   0.00455632  -0.00232718       0.0564            1           22  1  1 
   -0.630615     -0.43439          -99  -0.00636966  -0.00438765       0.0564            1           22  1  1 
     0.31887    -0.587796          -99   0.00322083   -0.0059372       0.0564            1           22  1  1 
    -0.15299     0.773089          -99   -0.0015453   0.00780874       0.0564            1           22  1  1 
   -0.747097    0.0425583          -99  -0.00754622   0.00042987       0.0564            1           22  1  1 
