# TOPAS Version: 3.2.p2
# Parameter File: /Users/michaelchacko/Documents/Topas_Files/TOPAS/TG-195/Case4_Test1.txt
# Results for scorer FluenceCylinderCenter
# Scored in component: CenterCylinder
# Fluence ( /mm2 ) : Sum   
0.7233448624610901
